Code,Name,Isin,Country,Exchange,Currency,Type
L7BB,LIQUID MEDIA GRP LTD,CA53634Q2045,Germany,F,EUR,Common Stock
L7R,LIPIDOR AB,SE0012558617,Germany,F,EUR,Common Stock
L81,STS HOLDING S.A. ZY 1,PLSTSHL00012,Germany,F,EUR,Common Stock
L8E,LAR ESP.RE.EST.SOCIMI EO2,ES0105015012,Germany,F,EUR,Common Stock
L8O,CS GROUP SA NOM. EO 1,FR0007317813,Germany,F,EUR,Common Stock
L93,CANXGOLD MINING CORP.,CA13875F1018,Germany,F,EUR,Common Stock
L9T,New Century Resources Limited,AU000000NCZ9,Germany,F,EUR,Common Stock
LAB,Laboratory Corporation of America Holdings,US50540R4092,Germany,F,EUR,Common Stock
LACB,STERLING METALS CORP.,CA85941M1041,Germany,F,EUR,Common Stock
LAV,SNC-Lavalin Group Inc,CA78460T1057,Germany,F,EUR,Common Stock
LAW,Lawson Inc,JP3982100004,Germany,F,EUR,Common Stock
LB3A,Qurate Retail Inc Series A,US74915M1009,Germany,F,EUR,Common Stock
LB3C,QURATE RETAIL INC. QVC B,US74915M2098,Germany,F,EUR,Common Stock
LBA,Design Hotels AG,DE0005141006,Germany,F,EUR,Common Stock
LC41,SOCIETE LDC INH. EO 040,FR0013204336,Germany,F,EUR,Common Stock
LC8A,Calliditas Therapeutics AB (publ),US13124Q1067,Germany,F,EUR,Common Stock
LCJ,Shinsei Bank Limited,JP3729000004,Germany,F,EUR,Common Stock
LCY,Jubii Europe N.V,NL0000233195,Germany,F,EUR,Common Stock
LD2A,LIBERTY DEFENSE H,CA53044R2063,Germany,F,EUR,Common Stock
LD6,Core One Labs Inc,CA21872J3073,Germany,F,EUR,Common Stock
LDYA,Murray & Roberts Holdings Limited,ZAE000073441,Germany,F,EUR,Common Stock
LE3,LESLIES INC. DL -001,US5270641096,Germany,F,EUR,Common Stock
LELA,LEM Holding SA,CH0022427626,Germany,F,EUR,Common Stock
LEOA,LEONI AG ADR 1/4 O.N.,US5266401075,Germany,F,EUR,Common Stock
LF2,PACIFIC PRE. DL-01,US69478X1054,Germany,F,EUR,Common Stock
LFC,LIFECARE AS NOK 040,NO0010591191,Germany,F,EUR,Common Stock
LFL,LATAM Airlines Group SA ADR,US51817R1068,Germany,F,EUR,Common Stock
LFU2,PT Bakrie & Brothers Tbk,ID1000110000,Germany,F,EUR,Common Stock
LFV,PT Bentoel International Investama Tbk,ID1000052509,Germany,F,EUR,Common Stock
LFY_old,VOYAGER RESOURC,AU000000VAL6,Germany,F,EUR,Common Stock
LG3,LOOPUP GROUP PLC LS -005,GB00BYQP6S60,Germany,F,EUR,Common Stock
LG4,Cirrus Networks Holdings Limited,AU000000CNW6,Germany,F,EUR,Common Stock
LGNA,Lions Gate Entertainment Corp,CA5359194019,Germany,F,EUR,Common Stock
LGNB,Lions Gate Entertainment Corp,CA5359195008,Germany,F,EUR,Common Stock
LGO,LEOCOR GOLD INC.,CA52637G1063,Germany,F,EUR,Common Stock
LGT0,GREEN BLOCK MINING CORP.,CA3927051092,Germany,F,EUR,Common Stock
LH6_old,LHC Group Inc,US50187A1079,Germany,F,EUR,Common Stock
LHI,Living Cell Technologies,AU000000LCT6,Germany,F,EUR,Common Stock
LI5,Liquefied Natural Gas Limited,US09229E2046,Germany,F,EUR,Common Stock
LIP,Lippo Limited,HK0226001151,Germany,F,EUR,Common Stock
LKB,L-Konzept Holding AG,DE000A0N3EU3,Germany,F,EUR,Common Stock
LKL,LAKELAND BANCORP,US5116371007,Germany,F,EUR,Common Stock
LKS,Lakes Oil NL,AU000000LKO0,Germany,F,EUR,Common Stock
LL1,LEANLIFE HEALTH INC.,CA5218551060,Germany,F,EUR,Common Stock
LL30,PANGENOMIC HEALTH,CA69842E2050,Germany,F,EUR,Common Stock
LM03,The Liberty SiriusXM Group,US5312294094,Germany,F,EUR,Common Stock
LM04,The Liberty Braves Group,US5312297063,Germany,F,EUR,Common Stock
LM05,Formula One Group,US5312298707,Germany,F,EUR,Common Stock
LM06,The Liberty SiriusXM Group,US5312295083,Germany,F,EUR,Common Stock
LM09,Liberty Formula One Group,US5312298541,Germany,F,EUR,Common Stock
LM0A,LM0A,US5312298889,Germany,F,EUR,Common Stock
LM0B,Liberty SiriusXM Group,US5312296073,Germany,F,EUR,Common Stock
LMK1,LANDORE R. O.N. (POST CONS),GG00BMX4VR69,Germany,F,EUR,Common Stock
LMNA,BUNKER HILL MNG NEW,US1206132037,Germany,F,EUR,Common Stock
LN0,CULT FOOD SCIENCE CORP.,CA2302662077,Germany,F,EUR,Common Stock
LN00,Cult Food Science Corp.,CA2302663067,Germany,F,EUR,Common Stock
LN5,Lannett Company Inc,US5160121019,Germany,F,EUR,Common Stock
LNK,Limelight Networks Inc,US53261M1045,Germany,F,EUR,Common Stock
LO5,LONCOR GOLD INC.,CA54180A1066,Germany,F,EUR,Common Stock
LO6A,Lookers plc,GB00B17MMZ46,Germany,F,EUR,Common Stock
LO91,VBI VACCINES INC.,CA91822J1030,Germany,F,EUR,Common Stock
LO9A,VBI VACCINES INC.,CA91822J2020,Germany,F,EUR,Common Stock
LP0,Loungers plc,GB00BH4JR002,Germany,F,EUR,Common Stock
LPF,LA PERLA FASH.HO. EO 001,NL0012191662,Germany,F,EUR,Common Stock
LR23,NUMINUS WELLNESS INC.,CA67054W1032,Germany,F,EUR,Common Stock
LRAA,GOLD79 MINES LTD.,CA3807191042,Germany,F,EUR,Common Stock
LS4D,LONDON ST.EX.UNSP.ADRS1/2,US54211N1019,Germany,F,EUR,Common Stock
LS6,CLINICAL LASERTHERM.SYS B,SE0002756130,Germany,F,EUR,Common Stock
LSE,Equus Mining Limited,AU000000EQE3,Germany,F,EUR,Common Stock
LSPN,Chocoladefabriken Lindt & Sprungli AG,CH0010570759,Germany,F,EUR,Common Stock
LSPP,Chocoladefabriken Lindt & Sprüngli AG,CH0010570767,Germany,F,EUR,Common Stock
LSRM,CEL-SCI CORP. NEW DL-01,US1508376076,Germany,F,EUR,Common Stock
LSW1,TISSUE REGENIX GP LS-001,GB00B5SGVL29,Germany,F,EUR,Common Stock
LT0A,Liberty TripAdvisor Holdings Inc,US5314651028,Germany,F,EUR,Common Stock
LT0B,LIBERTY TRIPADV. HLDGS B,US5314652018,Germany,F,EUR,Common Stock
LT5,Lassila & Tikanoja Oyj,FI0009010854,Germany,F,EUR,Common Stock
LT80,MULTI-METAL DEVELOPMENT,CA62542M1068,Germany,F,EUR,Common Stock
LTEC,Logitech International S.A,CH0025751329,Germany,F,EUR,Common Stock
LTG,Learning Technologies Group plc,GB00B4T7HX10,Germany,F,EUR,Common Stock
LTIA,Aptose Biosciences Inc,CA03835T2002,Germany,F,EUR,Common Stock
LU5,CTC MEDIA,US30329Y1064,Germany,F,EUR,Common Stock
LUA,Lucas Bols N.V,NL0010998878,Germany,F,EUR,Common Stock
LUH,LUXXFOLIO HLDGS INC.,CA55069Q1046,Germany,F,EUR,Common Stock
LUM,a.i.s. AG,DE0006492903,Germany,F,EUR,Common Stock
LUO1,TYMAN PLC LS -05,GB00B29H4253,Germany,F,EUR,Common Stock
LV1,STREAMLINE HEA.SOL.DL-01,US86323X1063,Germany,F,EUR,Common Stock
LV9,LOTUS VENTURES INC.,CA54571Q1081,Germany,F,EUR,Common Stock
LVO,LivePerson Inc,US5381461012,Germany,F,EUR,Common Stock
LW5,MOVE ABOUT GROUP AB,SE0016830335,Germany,F,EUR,Common Stock
LWBA,Mesoblast Limited,US5907171046,Germany,F,EUR,Common Stock
LWK1,EFFECTOR THERAPEU. CL.A,US28202V1089,Germany,F,EUR,Common Stock
LXFJ,LXFJ,LU0279509144,Germany,F,EUR,Common Stock
LXN,Lexington Realty Trust,US5290431015,Germany,F,EUR,Common Stock
LXU,Tongaat Hulett Limited,ZAE000096541,Germany,F,EUR,Common Stock
LXZ1_old,LORNEX CAPITAL,CA65652P1080,Germany,F,EUR,Common Stock
LY7_old,Lydall Inc,SE0016797773,Germany,F,EUR,Common Stock
LYC1,STRATMIN GLOBAL,GB00B9276C59,Germany,F,EUR,Common Stock
M00,VERTICAL AEROSP.DL-0001,KYG9471C1078,Germany,F,EUR,Common Stock
M01,Mason Graphite Inc,CA57520W1005,Germany,F,EUR,Common Stock
M0YA,MYNARIC AG SP.ADS/025,US62857X1019,Germany,F,EUR,Common Stock
M1D2,MAX RESOURCE CORP.,CA57772U3073,Germany,F,EUR,Common Stock
M1J,MEDIAVALET INC.,CA58450L3048,Germany,F,EUR,Common Stock
M1Q1,ARMADALE CAP. LS-001,GB00BYMSY631,Germany,F,EUR,Common Stock
M2A,Mesa Air Group Inc,US5904791358,Germany,F,EUR,Common Stock
M2M2,Nighthawk Gold Corp,CA65412D8098,Germany,F,EUR,Common Stock
M3G,Maple Gold Mines Ltd,CA5651271077,Germany,F,EUR,Common Stock
M3K,Marfin Investment Group Holdings S.A,GRS314003005,Germany,F,EUR,Common Stock
M3U,Peak Resources Limited,AU000000PEK2,Germany,F,EUR,Common Stock
M3Z,COLTENE Holding AG,CH0025343259,Germany,F,EUR,Common Stock
M44A,Marathon Digital Holdings Inc,US5657881067,Germany,F,EUR,Common Stock
M4K,NEWFOUNDLAND DISCOV.CORP.,CA6513461088,Germany,F,EUR,Common Stock
M4M,Millicom International Cellular S.A,SE0001174970,Germany,F,EUR,Common Stock
M4V,ULTRAPETR BAHAM,GB00BN11T727,Germany,F,EUR,Common Stock
M5A,MANITOU GOLD INC.,CA5635081006,Germany,F,EUR,Common Stock
M5B,LIFEIST WELLNESS INC.,CA53228D1069,Germany,F,EUR,Common Stock
M5F,Maximus Resources Limited,AU000000MXR4,Germany,F,EUR,Common Stock
M6P,McPhy Energy S.A,FR0011742329,Germany,F,EUR,Common Stock
M6X3,Yield10 Bioscience Inc,US98585K8624,Germany,F,EUR,Common Stock
M7Q7,Micro Focus International PLC,GB00BJ1F4N75,Germany,F,EUR,Common Stock
M7Q8,Micro Focus International plc,US5948374039,Germany,F,EUR,Common Stock
M85A,MARGARET LAKE DIAMONDS,CA56658A3029,Germany,F,EUR,Common Stock
M8M,MINERAL MOUNTAIN RES. NEW,CA6028965086,Germany,F,EUR,Common Stock
M9K_old,Los Cerros Limited,AU0000075954,Germany,F,EUR,Common Stock
M9UA,MOUNTAIN BOY MINERALS,CA6238582069,Germany,F,EUR,Common Stock
MA3,MED ACTION IND INC,AU000000MZZ2,Germany,F,EUR,Common Stock
MA5,MACROMILL INC. O.N.,JP3863030007,Germany,F,EUR,Common Stock
MATA,Panasonic Corporation,US69832A2050,Germany,F,EUR,Common Stock
MB8A,MOBERG PHARMA AB,SE0013121340,Germany,F,EUR,Common Stock
MB9,Manitoba Telecom Services Inc,CA92027E1051,Germany,F,EUR,Common Stock
MBPC,PROTAGENIC THERAP.DL -01,US74365N1037,Germany,F,EUR,Common Stock
MC8,Marathon Gold Corporation,CA56580Q1028,Germany,F,EUR,Common Stock
MCL,Sotherly Hotels Inc,US83600C1036,Germany,F,EUR,Common Stock
MD6B,MD MED.GROUP INV.GDR REGS,US55279C2008,Germany,F,EUR,Common Stock
MD8B,ARDENT LEISURE GRP,AU0000027484,Germany,F,EUR,Common Stock
MDH,M.D.C. Holdings Inc,US5526761086,Germany,F,EUR,Common Stock
ME7,MEG Energy Corp,CA5527041084,Germany,F,EUR,Common Stock
MEO,Metro AG,US91911TAJ25,Germany,F,EUR,Common Stock
MEP,Recylex S.A,FR0000120388,Germany,F,EUR,Common Stock
MFL2,Marudai Food Co. Ltd,DE000A2N4944,Germany,F,EUR,Common Stock
MG3B,Kingston Financial Group Limited,BMG5266H1034,Germany,F,EUR,Common Stock
MGYA,MAGYAR TELE.A ADR/5 UF100,US5597761098,Germany,F,EUR,Common Stock
MHN2,Reliq Health Technologies Inc,CA75955T1030,Germany,F,EUR,Common Stock
MHQ,Public Joint Stock Company Magnitogorsk Iron & Steel Works,US5591892048,Germany,F,EUR,Common Stock
MHSE,MECHEL PFD ADRS 1/2/RL 10,US5838406081,Germany,F,EUR,Common Stock
MI2,Midas Holdings Limited,SG1P73919000,Germany,F,EUR,Common Stock
MI6,Midway Limited,AU000000MWY2,Germany,F,EUR,Common Stock
MI7,MIND Technology Inc,US6025661017,Germany,F,EUR,Common Stock
MI7A,MIND TECH.INC.CUM.PRF.S.A,US6025662007,Germany,F,EUR,Common Stock
MII,Masonite International Corporation,CA5753851099,Germany,F,EUR,Common Stock
MINA,Synlogic Inc,US87166L1008,Germany,F,EUR,Common Stock
MJ0,ENGINE GAMING + MEDIA INC,CA29287W1023,Germany,F,EUR,Common Stock
MJR,MJ HUDSON GROUP PLC,JE00BJTLYP93,Germany,F,EUR,Common Stock
MK0,Makara Mining Corp,CA56086L1022,Germany,F,EUR,Common Stock
MKC,AAC CLYDE SPACE AB O.N.,SE0021020716,Germany,F,EUR,Common Stock
MKU,Peking University Resources (Holdings) Company Limited,BMG6982M1038,Germany,F,EUR,Common Stock
MLN,MINERAL HILL INDUSTR.NEW,CA60283T2074,Germany,F,EUR,Common Stock
MLT,Mycronic AB (publ),SE0000375115,Germany,F,EUR,Common Stock
MM2_old,MINES MANAGEMENT,PLMRCTR00015,Germany,F,EUR,Common Stock
MM4,Metallica Minerals Ltd,AU000000MLM0,Germany,F,EUR,Common Stock
MMAT,META MAT. INC. DL-001,US59134N1046,Germany,F,EUR,Common Stock
MMIA,MEI Pharma Inc,US55279B2025,Germany,F,EUR,Common Stock
MMLA,MACARTHUR MINERALS LTD,AU0000062440,Germany,F,EUR,Common Stock
MMLB,MACARTHUR MINERALS (PRS),AU0000065070,Germany,F,EUR,Common Stock
MMQ,Mind Medicine (MindMed) Inc.,CA60255C8850,Germany,F,EUR,Common Stock
MMR,MARIFIL MINES,CA45968V1067,Germany,F,EUR,Common Stock
MN2_old,POWERSECURE INT,SE0012673291,Germany,F,EUR,Common Stock
MO2,MADAGASCAR OIL,CA58406X1050,Germany,F,EUR,Common Stock
MO4,Mediclinic International plc,GB00B8HX8Z88,Germany,F,EUR,Common Stock
MO9,MONRIF S.P.A. EO 019,IT0000066016,Germany,F,EUR,Common Stock
MOLA,MOLECULIN BIOTECH DL-001,US60855D2009,Germany,F,EUR,Common Stock
MOPA,MONETA GOLD INC.,CA60928P1071,Germany,F,EUR,Common Stock
MOR2,MorphoSys AG,US6177602025,Germany,F,EUR,Common Stock
MP4,MICROPOLE S.A.INH. EO-05,FR0000077570,Germany,F,EUR,Common Stock
MPLN,Tellurian Inc,US87968A1043,Germany,F,EUR,Common Stock
MPM,MONTPELIER RE HLDNG,US59511X1054,Germany,F,EUR,Common Stock
MPRK,Maier+Partner AG,DE000A1MMCY2,Germany,F,EUR,Common Stock
MPY_old,SCMP GRP,BMG4079W1001,Germany,F,EUR,Common Stock
MQ8,MAG Silver Corp,CA55903Q1046,Germany,F,EUR,Common Stock
MQG,MEDUSA MINING,AU000000MQG1,Germany,F,EUR,Common Stock
MQG0,TEN SIXTY FOUR LTD.,AU0000221418,Germany,F,EUR,Common Stock
MQS1,Boundary Gold and Copper Mining Ltd,CA10170T2083,Germany,F,EUR,Common Stock
MR4,Meridian Bioscience Inc,US5895841014,Germany,F,EUR,Common Stock
MRDN,Medallion Resources Ltd.,CA5839352005,Germany,F,EUR,Common Stock
MS5,Super Micro Computer Inc,US86800U1043,Germany,F,EUR,Common Stock
MT2,Sharplink Gaming Ltd,IL0010826191,Germany,F,EUR,Common Stock
MTBB,CARECLOUD INC.PREF. SR. A,US14167R2094,Germany,F,EUR,Common Stock
MTXN,MTU AERO ENGINES NA NEUE,DE000A32VPU0,Germany,F,EUR,Common Stock
MUS,m+s Elektronik AG,DE0006617400,Germany,F,EUR,Common Stock
MUU,AVISA DIAGNOSTICS INC.,CA05380J1075,Germany,F,EUR,Common Stock
MV3_old,Mincor Resources NL,AU000000MCR8,Germany,F,EUR,Common Stock
MV8Q,MOBIO TECHS INC.,CA60743K4081,Germany,F,EUR,Common Stock
MV9,América Móvil S.A.B. de C.V,MXP001691213,Germany,F,EUR,Common Stock
MV9A,America Movil SAB de CV,US02364W2044,Germany,F,EUR,Common Stock
MV9L,América Móvil S.A.B. de C.V,US02364W1053,Germany,F,EUR,Common Stock
MVF1,Apollo Future Mobility Group Limited,KYG0410B1023,Germany,F,EUR,Common Stock
MVR,Medivir AB (publ),SE0000273294,Germany,F,EUR,Common Stock
MWG0,INMED PHARMACEUTICALS INC,CA4576376012,Germany,F,EUR,Common Stock
MXR,Mawson Gold Limited,CA5777891006,Germany,F,EUR,Common Stock
MYH,MYTILINEOS SA NAM.EO 097,GRS393503008,Germany,F,EUR,Common Stock
N04A,NuCana plc,US67022C1062,Germany,F,EUR,Common Stock
N07A,PASOFINO GOLD LTD,CA7026573054,Germany,F,EUR,Common Stock
N0C,QUISITIVE TECH. SOL.,CA74881G1037,Germany,F,EUR,Common Stock
N0D,MINTRA HOLDING AS NK -03,NO0010895022,Germany,F,EUR,Common Stock
N17,CLEMONDO GROUP AB,SE0005504669,Germany,F,EUR,Common Stock
N18A,NEMAURA MED. INC. DL-001,US6404422080,Germany,F,EUR,Common Stock
N1N,Neoen S.A,FR0011675362,Germany,F,EUR,Common Stock
N1O,PAO NOVATEK,US6698881090,Germany,F,EUR,Common Stock
N2W,ESGOLD CORP.,CA29643L1058,Germany,F,EUR,Common Stock
N4CN,Paratek Pharmaceuticals Inc,US6993743029,Germany,F,EUR,Common Stock
N5A,N5A,TH4601010010,Germany,F,EUR,Common Stock
N5F,LIQUID META CAPITAL HLDGS,CA53635T1084,Germany,F,EUR,Common Stock
N6D,WALKABOUT RESOURCES LTD,AU000000WKT6,Germany,F,EUR,Common Stock
N6Z0,PERASO INC.,US71360T1016,Germany,F,EUR,Common Stock
N79,GAMA EXPLORATIONS INC.,CA36459L1031,Germany,F,EUR,Common Stock
N7D2,CAPELLA MINERALS LTD,CA13960M1023,Germany,F,EUR,Common Stock
N7MG,"Public Joint Stock Company ""Novolipetsk Steel""",US67011E2046,Germany,F,EUR,Common Stock
N7V,New Value AG,CH0010819867,Germany,F,EUR,Common Stock
N8I1,Ares Strategic Mining Inc,CA04017M1041,Germany,F,EUR,Common Stock
N9F,Firefinch Limited,AU0000114522,Germany,F,EUR,Common Stock
N9G,NORTON GOLD FIELDS,LU2263803020,Germany,F,EUR,Common Stock
NA0,RELESYS A/S DK -010,DK0061680436,Germany,F,EUR,Common Stock
NA8,NTS ASA,NO0004895103,Germany,F,EUR,Common Stock
NB11,VAXART INC. DL-10,US92243A2006,Germany,F,EUR,Common Stock
NBR,AMERICAN NAT BNK-VA,US0277451086,Germany,F,EUR,Common Stock
NC2B,CNOOC Ltd,HK0883013259,Germany,F,EUR,Common Stock
NC4_old,CHINOOK EGY,SE0005101003,Germany,F,EUR,Common Stock
NC91,IAR Systems Group AB (publ),SE0005851706,Germany,F,EUR,Common Stock
NCI2,Drive Shack Inc,US2620771004,Germany,F,EUR,Common Stock
NCUN,Cornerstone Building Brands Inc,US21925D1090,Germany,F,EUR,Common Stock
ND3,Northern Dynasty Minerals Ltd,CA66510M2040,Germany,F,EUR,Common Stock
ND6,NORTHERN DRILLING LTD DL1,BMG6624L1090,Germany,F,EUR,Common Stock
NDH1,Metall Zug AG,CH0039821084,Germany,F,EUR,Common Stock
NE6,Newocean Energy Holdings Ltd,BMG6469T1009,Germany,F,EUR,Common Stock
NEJ,Nine Energy Service Inc,US65441V1017,Germany,F,EUR,Common Stock
NEL0,NANTHEALTH NEW DL-0001,US6301043054,Germany,F,EUR,Common Stock
NGLD,ANGLO AMERICAN SP.ADR 1/2,US03485P3001,Germany,F,EUR,Common Stock
NH2,THOMASLL EN.IMP.TR.LS-01,GB00BLBJFZ25,Germany,F,EUR,Common Stock
NH5,NH Hotel Group S.A,ES0161560018,Germany,F,EUR,Common Stock
NHY,Lucapa Diamond Co Ltd,AU000000LOM6,Germany,F,EUR,Common Stock
NI1,National Instruments Corporation,US6365181022,Germany,F,EUR,Common Stock
NIH,Network International Holdings plc,GB00BH3VJ782,Germany,F,EUR,Common Stock
NIO_old,NeuLion Inc,SE0011528017,Germany,F,EUR,Common Stock
NIZ0,NISOURCE INC. CORP.UNIT A,US65473P1214,Germany,F,EUR,Common Stock
NJAN,MINAEAN SP CONSTRUCTION,CA60250V1022,Germany,F,EUR,Common Stock
NJT,POLARITYTE INC. DL-001,US7310942070,Germany,F,EUR,Common Stock
NK6N,StrikePoint Gold Inc,CA86332K2020,Germany,F,EUR,Common Stock
NK8,NuVasive Inc,US6707041058,Germany,F,EUR,Common Stock
NKZB,New York Mortgage Trust Inc,US6496045013,Germany,F,EUR,Common Stock
NLZ,NeuroMetrix Inc,US6412558073,Germany,F,EUR,Common Stock
NMA,Newcrest Mining Limited,AU000000NCM7,Germany,F,EUR,Common Stock
NMAA,NEWCREST MINING LTD ADR 1,US6511911082,Germany,F,EUR,Common Stock
NMK2,NICKEL ROCK RESOURCES INC,CA6540141091,Germany,F,EUR,Common Stock
NMP,NATL MILK RECORDS LS -10,GB00B5TWCQ18,Germany,F,EUR,Common Stock
NMVA,Captor Capital Corp,CA14075H2028,Germany,F,EUR,Common Stock
NNH,MOLECULAR ENERGIES LS-01,GB00BMT80K89,Germany,F,EUR,Common Stock
NNIC,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,US55315J1025,Germany,F,EUR,Common Stock
NO0,NOVA ROYALTY CORP.,CA6698091056,Germany,F,EUR,Common Stock
NO1A,NAVIDEA BIOPHARM. DL-001,US63937X2027,Germany,F,EUR,Common Stock
NO3,Noodles & Company,US65540B1052,Germany,F,EUR,Common Stock
NOBC,STRAX AB SK -03125,SE0012040459,Germany,F,EUR,Common Stock
NPH,NORDIC PAPER HOLDING AB,SE0014808838,Germany,F,EUR,Common Stock
NPM_old,NPS PHARMACEUTICALS,AU0000104374,Germany,F,EUR,Common Stock
NRD,Nordstrom Inc,US6556641008,Germany,F,EUR,Common Stock
NS6,BELSHIPS ASA NK 2,NO0003094104,Germany,F,EUR,Common Stock
NS70,NORTH.STAR RES. SP.ADR/1,US66573R2076,Germany,F,EUR,Common Stock
NSN,Neschen AG,DE0005021307,Germany,F,EUR,Common Stock
NT1,Nam Tai Property Inc,VGG639071023,Germany,F,EUR,Common Stock
NT5,NTT DATA Corporation,JP3165700000,Germany,F,EUR,Common Stock
NTP,Abliva AB (publ),SE0002575340,Germany,F,EUR,Common Stock
NTQ,RICEBRAN TECHNOLOGIES,US7628313030,Germany,F,EUR,Common Stock
NTR,Spectrum Pharmaceuticals Inc,US84763A1088,Germany,F,EUR,Common Stock
NTUA,NEPTUNE WELLNESS SOL.,CA64079L2049,Germany,F,EUR,Common Stock
NTY,NABRIVA THERAPEUT. DL-01,IE000OZRGNV6,Germany,F,EUR,Common Stock
NUQA,NAVSTONE SE EO-20,NL0009538008,Germany,F,EUR,Common Stock
NUX,Norwest Energy NL,AU000000NWE2,Germany,F,EUR,Common Stock
NV4,CELLECTAR NEW22 DL-00001,US15117F8077,Germany,F,EUR,Common Stock
NVAM,Intouch Holdings PCL,TH0201010R12,Germany,F,EUR,Common Stock
NVAN,True Corporation Public Company Limited,TH0375010R14,Germany,F,EUR,Common Stock
NVG,NuVista Energy Ltd,CA67072Q1046,Germany,F,EUR,Common Stock
NVPE,Thai Airways International Public Company Limited,TH0245010R19,Germany,F,EUR,Common Stock
NWF,Western Forest Products Inc,CA9582112038,Germany,F,EUR,Common Stock
NWG,New Wave Group AB (publ),SE0000426546,Germany,F,EUR,Common Stock
NWNA,VANADIUMCORP RES.,CA9214282076,Germany,F,EUR,Common Stock
NWT0,WELLS FARGO+CO.PRF.SER.AA,US94988U1280,Germany,F,EUR,Common Stock
NXEN,APRICUS BIOSCIENCES,US81577F1093,Germany,F,EUR,Common Stock
NYG1,Poseidon Nickel Limited,AU000000POS4,Germany,F,EUR,Common Stock
NYVK,Sino-Thai Engineering and Construction Public Company Limited,TH0307010R17,Germany,F,EUR,Common Stock
NZ2,HEALTHBEACON EO-0025,IE00014QAJZ5,Germany,F,EUR,Common Stock
NZ30,WILUNA MINING CORP.,AU0000164139,Germany,F,EUR,Common Stock
NZS0,CATENAE INNOV.PLC LS0002,GB00BKM6CG53,Germany,F,EUR,Common Stock
NZW2,MOLECULAR TEMPLAT.DL-001,US6085501095,Germany,F,EUR,Common Stock
O06,EASTNINE AB,SE0002158568,Germany,F,EUR,Common Stock
O1G0,THE GREEN ORG.DUTCH.HLDGS,CA3932108283,Germany,F,EUR,Common Stock
O1GA,Green Organic Dutchman Holdings Ltd,CA3932102088,Germany,F,EUR,Common Stock
O1P,Osmotica Pharmaceuticals plc,IE00BF2HDL56,Germany,F,EUR,Common Stock
O23,ZIMVIE INC. DL -01,US98888T1079,Germany,F,EUR,Common Stock
O2T,IVERIC bio Inc,US46583P1021,Germany,F,EUR,Common Stock
O3X,GL.WELLNESS STRATS INC.,CA3794281053,Germany,F,EUR,Common Stock
O4L,LODESTAR BATTERY METALS,CA54019L1094,Germany,F,EUR,Common Stock
O4P,ORAPI S.A. INH. EO 1,FR0000075392,Germany,F,EUR,Common Stock
O4T,International Montoro Resources Inc,CA57383V1085,Germany,F,EUR,Common Stock
O4V3,Prime Mining Corp,CA74167M1059,Germany,F,EUR,Common Stock
O5D_old,OREX EXPLORATION,SE0016843486,Germany,F,EUR,Common Stock
O60,HIGHL.GL ALLOC.,US43010T1043,Germany,F,EUR,Common Stock
O6C,MDXHEALTH S.A.,BE0003844611,Germany,F,EUR,Common Stock
O6C0,MDXHEALTH S.A. ADR,US58286E1029,Germany,F,EUR,Common Stock
O6T,OSIRIUM TECH.PLC LS -01,GB00BZ58DH10,Germany,F,EUR,Common Stock
O7N,Velocys plc,GB00B11SZ269,Germany,F,EUR,Common Stock
O7PA,NeuBase Therapeutics Inc,US64132K1025,Germany,F,EUR,Common Stock
O8S,PREMIUM NICKEL RESOURCES,CA74061J1093,Germany,F,EUR,Common Stock
O8Z3,Sonoma Pharmaceuticals Inc,US83558L2043,Germany,F,EUR,Common Stock
O92_old,HIRO METAVER.ACQU. A LS 1,LU2420558889,Germany,F,EUR,Common Stock
O9B,ENRG Elements Limited,AU0000234676,Germany,F,EUR,Common Stock
OCE,CORTUS ENERGY AB SK 1,SE0001296542,Germany,F,EUR,Common Stock
OCI0,"ACS, Act.de Constr.y Serv. SA A",ES06670509P5,Germany,F,EUR,Common Stock
OCY,ONCIMMUNE HLDNGS LS-01,GB00BYQ94H38,Germany,F,EUR,Common Stock
OCZA,Grupo Catalana Occidente,ES0116920333,Germany,F,EUR,Common Stock
ODE,Odeon Film AG,DE0006853005,Germany,F,EUR,Common Stock
OE5E,OPAWICA EXPLOR.INC.,CA6834766009,Germany,F,EUR,Common Stock
OG8Q,BL - Equities Dividend,LU0309191491,Germany,F,EUR,Common Stock
OGF,ORGANTO FOODS INC.,CA68621J1049,Germany,F,EUR,Common Stock
OI9,Floridienne S.A.,BE0003215143,Germany,F,EUR,Common Stock
OIHC,CSI PROPERTIES,BMG2581C1091,Germany,F,EUR,Common Stock
OINA,Option NV,BE0003836534,Germany,F,EUR,Common Stock
OK1,OKYO PHARMA LTD,GG00BD3FV870,Germany,F,EUR,Common Stock
OL3,Colas SA,FR0000121634,Germany,F,EUR,Common Stock
OLG,Verallia Deutschland AG,DE0006851603,Germany,F,EUR,Common Stock
OLYS,OLYMPUS CORP. ADR,US68163W1099,Germany,F,EUR,Common Stock
OLZ,iStar Inc,US45031U1016,Germany,F,EUR,Common Stock
OM4,Osisko Gold Royalties Ltd,CA68827L1013,Germany,F,EUR,Common Stock
OM5A,OBSERVE MEDICAL ASA -26,NO0010865009,Germany,F,EUR,Common Stock
OMAX_old,OASMIA,SE0000722365,Germany,F,EUR,Common Stock
